Game,Relation,They,Console,Year,Sales
super smash bros. for wii u,CHARACTER_IN,wrinkly kong,3DS,2014,0.0
super smash bros. for wii u,CHARACTER_IN,wrinkly kong,Wii,2014,0.0
super smash bros. ultimate,CHARACTER_IN,wrinkly kong,Switch,2018,0.0
super smash bros. ultimate,CHARACTER_IN,wrinkly kong,Switch,2020,0.0
super smash bros. ultimate,CHARACTER_IN,wrinkly kong,Switch,2019,0.0
mario & sonic at the olympic games,CHARACTER_IN,vector the crocodile,Wii,2007,13.08
mario & sonic at the olympic games,CHARACTER_IN,vector the crocodile,DS,2007,13.08
mario & sonic at the olympic games,CHARACTER_IN,vector the crocodile,DS,2008,13.08
super smash bros. brawl,CHARACTER_IN,vector the crocodile,Wii,2008,0.0
mario & sonic at the olympic winter games,CHARACTER_IN,vector the crocodile,Wii,2009,7.99
mario & sonic at the olympic winter games,CHARACTER_IN,vector the crocodile,DS,2009,7.99
mario & sonic at the olympic winter games,CHARACTER_IN,vector the crocodile,"wii, nintendo ds",2009,7.99
mario & sonic at the olympic winter games,CHARACTER_IN,vector the crocodile,"nintendo ds, wii",2009,7.99
mario & sonic at the london 2012 olympic games,CHARACTER_IN,vector the crocodile,Wii,2011,4.9
mario & sonic at the london 2012 olympic games,CHARACTER_IN,vector the crocodile,3DS,2011,4.9
mario & sonic at the london 2012 olympic games,CHARACTER_IN,vector the crocodile,3DS,2012,4.9
mario & sonic at the london 2012 olympic games,CHARACTER_IN,vector the crocodile,"wii, nintendo 3ds",2011,4.9
mario & sonic at the sochi 2014 olympic winter games,CHARACTER_IN,vector the crocodile,WiiU,2013,0.78
mario & sonic at the sochi 2014 olympic winter games,CHARACTER_IN,vector the crocodile,WiiU,2014,0.78
super smash bros. for nintendo 3ds,CHARACTER_IN,vector the crocodile,3DS,2014,0.0
super smash bros. for nintendo 3ds,CHARACTER_IN,vector the crocodile,3DS,2015,0.0
super smash bros. for nintendo 3ds,CHARACTER_IN,vector the crocodile,WiiU,2014,0.0
super smash bros. for nintendo 3ds,CHARACTER_IN,vector the crocodile,"nintendo 3ds, wii u",2014,0.0
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,vector the crocodile,3DS,2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,vector the crocodile,WiiU,2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,vector the crocodile,"nintendo 3ds, wii u",2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,vector the crocodile,"nintendo 3ds, arcade, wii u",2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,vector the crocodile,"nintendo 3ds, wii u, arcade",2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,vector the crocodile,"wii u, nintendo 3ds",2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,vector the crocodile,Arcade,2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games arcade edition,CHARACTER_IN,vector the crocodile,Arcade,2016,0.0
super smash bros. ultimate,CHARACTER_IN,vector the crocodile,Switch,2018,0.0
super smash bros. ultimate,CHARACTER_IN,vector the crocodile,Switch,2020,0.0
super smash bros. ultimate,CHARACTER_IN,vector the crocodile,Switch,2019,0.0
mario & sonic at the olympic games tokyo 2020,CHARACTER_IN,vector the crocodile,Switch,2019,0.0
mario & sonic at the olympic games tokyo 2020,CHARACTER_IN,vector the crocodile,"nintendo switch, arcade",2019,0.0
super mario world,CHARACTER_IN,yoshi,Nintendo,1990,26.07
super mario world,CHARACTER_IN,yoshi,Game & Watch,1991,26.07
super mario world,CHARACTER_IN,yoshi,Arcade,1993,26.07
super mario world,CHARACTER_IN,yoshi,SNES,1990,26.07
mario roulette,CHARACTER_IN,yoshi,Arcade,1991,0.0
yoshi,CHARACTER_IN,yoshi,GB,1991,2.48
yoshi,CHARACTER_IN,yoshi,Nintendo,1991,2.48
super mario bros. (pinball),CHARACTER_IN,yoshi,Arcade,1992,0.0
mario paint,CHARACTER_IN,yoshi,Nintendo,1992,2.75
mario paint,CHARACTER_IN,yoshi,SNES,1992,2.75
super mario kart,CHARACTER_IN,yoshi,SNES,1992,8.76
super mario kart,CHARACTER_IN,yoshi,Nintendo,1992,8.76
terebi denwa: super mario world,CHARACTER_IN,yoshi,Arcade,1992,0.0
yoshi's cookie,CHARACTER_IN,yoshi,Nintendo,1992,2.8
yoshi's cookie,CHARACTER_IN,yoshi,GB,1992,2.8
yoshi's cookie,CHARACTER_IN,yoshi,Nintendo,1993,2.8
mario is missing!,CHARACTER_IN,yoshi,PC,1992,0.0
mario is missing!,CHARACTER_IN,yoshi,Nintendo,1992,0.0
mario is missing!,CHARACTER_IN,yoshi,Nintendo,1993,0.0
mario is missing!,CHARACTER_IN,yoshi,SNES,1993,0.0
mario is missing!,CHARACTER_IN,yoshi,NES,1993,0.0
mario undōkai,CHARACTER_IN,yoshi,Arcade,1993,0.0
būbū mario,CHARACTER_IN,yoshi,Arcade,1993,0.0
yoshi's safari,CHARACTER_IN,yoshi,Nintendo,1993,0.0
yoshi's safari,CHARACTER_IN,yoshi,SNES,1993,0.0
mario & wario,CHARACTER_IN,yoshi,Nintendo,1993,0.49
mario & wario,CHARACTER_IN,yoshi,SNES,1993,0.49
mario's time machine,CHARACTER_IN,yoshi,Nintendo,1994,0.0
mario's time machine,CHARACTER_IN,yoshi,PC,1993,0.0
mario's time machine,CHARACTER_IN,yoshi,Nintendo,1993,0.0
mario's time machine,CHARACTER_IN,yoshi,NES,1994,0.0
mario's early years! fun with letters,CHARACTER_IN,yoshi,Nintendo,1993,0.0
yoshi no cookie: kuruppon oven de cookie,CHARACTER_IN,yoshi,SNES,1994,0.0
mario's early years! preschool fun,CHARACTER_IN,yoshi,Nintendo,1993,0.0
mario's early years! preschool fun,CHARACTER_IN,yoshi,SNES,1994,0.0
super mario all-stars + super mario world,CHARACTER_IN,yoshi,Nintendo,1994,0.0
super mario all-stars + super mario world,CHARACTER_IN,yoshi,SNES,1994,0.0
mario bowl,CHARACTER_IN,yoshi,Arcade,1995,0.0
mario's tennis,CHARACTER_IN,yoshi,Virtual Boy,1995,0.0
super mario world 2: yoshi's island,CHARACTER_IN,yoshi,SNES,1995,7.03
super mario world 2: yoshi's island,CHARACTER_IN,yoshi,Nintendo,1995,7.03
mario clash,CHARACTER_IN,yoshi,Virtual Boy,1995,0.0
donkey kong country 2: diddy's kong quest,CHARACTER_IN,yoshi,Nintendo,1995,5.15
donkey kong country 2: diddy's kong quest,CHARACTER_IN,yoshi,SNES,1995,5.15
super mario attack,CHARACTER_IN,yoshi,Arcade,1996,0.0
super mario rpg: legend of the seven stars,CHARACTER_IN,yoshi,Nintendo,1996,2.14
super mario rpg: legend of the seven stars,CHARACTER_IN,yoshi,SNES,1996,2.14
super mario 64,CHARACTER_IN,yoshi,N64,1996,22.19
tetris attack,CHARACTER_IN,yoshi,SNES,1996,0.0
donkey kong land 2,CHARACTER_IN,yoshi,GB,1996,0.0
mario kart 64,CHARACTER_IN,yoshi,N64,1996,9.87
game & watch gallery,CHARACTER_IN,yoshi,GB,1997,1.0
game & watch gallery,CHARACTER_IN,yoshi,GB,1994,1.0
excitebike: bun bun mario battle,CHARACTER_IN,yoshi,Other Platform,1997,0.0
mario paint: bs ban,CHARACTER_IN,yoshi,Other Platform,1997,0.0
bs mario paint: yuushou naizou ban,CHARACTER_IN,yoshi,Other Platform,1997,0.0
game & watch gallery 2,CHARACTER_IN,yoshi,GB,1997,1.22
game & watch gallery 2,CHARACTER_IN,yoshi,GBC,1997,1.22
yoshi's story,CHARACTER_IN,yoshi,N64,1997,2.85
mario no photopi,CHARACTER_IN,yoshi,N64,1998,0.0
mario party,CHARACTER_IN,yoshi,N64,1998,2.7
super smash bros.,CHARACTER_IN,yoshi,N64,1999,0.0
super mario bros. deluxe,CHARACTER_IN,yoshi,GBC,1999,0.0
super mario bros. deluxe,CHARACTER_IN,yoshi,GBC,1998,0.0
mario golf,CHARACTER_IN,yoshi,N64,1999,1.78
mario golf,CHARACTER_IN,yoshi,GBC,1999,1.78
mario golf,CHARACTER_IN,yoshi,N64,1998,1.78
game & watch gallery 3,CHARACTER_IN,yoshi,GBC,1999,1.22
mario artist: paint studio,CHARACTER_IN,yoshi,N64,1999,0.0
mario party 2,CHARACTER_IN,yoshi,N64,1999,2.5
mario tennis,CHARACTER_IN,yoshi,N64,2000,3.57
mario tennis,CHARACTER_IN,yoshi,GBC,2000,3.57
mario tennis,CHARACTER_IN,yoshi,GBC,2001,3.57
paper mario,CHARACTER_IN,yoshi,N64,2000,1.38
mario artist: polygon studio,CHARACTER_IN,yoshi,N64,2000,0.0
mario party 3,CHARACTER_IN,yoshi,N64,2000,1.91
super mario advance,CHARACTER_IN,yoshi,GBA,2001,5.49
mobile golf,CHARACTER_IN,yoshi,GBC,2001,0.0
mario kart: super circuit,CHARACTER_IN,yoshi,GBA,2001,5.47
mario family,CHARACTER_IN,yoshi,GBC,2001,0.0
super smash bros. melee,CHARACTER_IN,yoshi,GC,2001,0.0
super mario world: super mario advance 2,CHARACTER_IN,yoshi,GBA,2001,0.0
super mario sunshine,CHARACTER_IN,yoshi,GC,2002,6.31
yoshi's island: super mario advance 3,CHARACTER_IN,yoshi,GBA,2002,0.0
mario party 4,CHARACTER_IN,yoshi,GC,2002,2.47
game & watch gallery 4,CHARACTER_IN,yoshi,GBA,2002,1.22
nintendo puzzle collection,CHARACTER_IN,yoshi,GC,2003,0.0
mario party-e,CHARACTER_IN,yoshi,Other Platform,2003,0.0
mario golf: toadstool tour,CHARACTER_IN,yoshi,GC,2003,1.53
mario kart: double dash!!,CHARACTER_IN,yoshi,GC,2003,13.9
mario party 5,CHARACTER_IN,yoshi,GC,2003,2.08
mario & luigi: superstar saga,CHARACTER_IN,yoshi,GBA,2003,2.17
donkey konga,CHARACTER_IN,yoshi,GC,2003,1.15
mario golf: advance tour,CHARACTER_IN,yoshi,GBA,2004,0.45
donkey kong country 2,CHARACTER_IN,yoshi,GBA,2004,1.23
donkey konga 2,CHARACTER_IN,yoshi,GC,2004,0.39
super mario fushigi no korokoro party,CHARACTER_IN,yoshi,Arcade,2004,0.0
super mario fushigi no korokoro party,CHARACTER_IN,yoshi,Arcade,2005,0.0
mario power tennis,CHARACTER_IN,yoshi,GC,2004,1.22
mario party 6,CHARACTER_IN,yoshi,GC,2004,1.65
super mario 64 ds,CHARACTER_IN,yoshi,DS,2004,0.0
yoshi topsy-turvy,CHARACTER_IN,yoshi,GBA,2004,0.65
mario party advance,CHARACTER_IN,yoshi,GBA,2005,0.98
yoshi touch & go,CHARACTER_IN,yoshi,DS,2005,0.38
yakuman ds,CHARACTER_IN,yoshi,DS,2005,0.0
yakuman ds,CHARACTER_IN,yoshi,DS,2004,0.0
mario superstar baseball,CHARACTER_IN,yoshi,GC,2005,1.46
mario tennis: power tour,CHARACTER_IN,yoshi,GBA,2005,0.52
mario kart arcade gp,CHARACTER_IN,yoshi,Arcade,2005,0.0
super mario fushigi no korokoro party 2,CHARACTER_IN,yoshi,Arcade,2005,0.0
super mario fushigi no korokoro party 2,CHARACTER_IN,yoshi,Arcade,2006,0.0
mario party 7,CHARACTER_IN,yoshi,GC,2005,1.57
mario kart ds,CHARACTER_IN,yoshi,DS,2005,23.21
super mario strikers,CHARACTER_IN,yoshi,GC,2005,1.61
mario & luigi: partners in time,CHARACTER_IN,yoshi,DS,2005,1.29
tetris ds,CHARACTER_IN,yoshi,DS,2006,0.0
new super mario bros.,CHARACTER_IN,yoshi,DS,2006,29.8
mario hoops 3-on-3,CHARACTER_IN,yoshi,DS,2006,0.0
yoshi's island ds,CHARACTER_IN,yoshi,DS,2006,2.76
mario kart arcade gp 2,CHARACTER_IN,yoshi,Arcade,2007,0.0
mario strikers charged,CHARACTER_IN,yoshi,Wii,2007,2.58
mario party 8,CHARACTER_IN,yoshi,Wii,2007,8.27
mario & sonic at the olympic games,CHARACTER_IN,yoshi,Wii,2007,13.08
mario & sonic at the olympic games,CHARACTER_IN,yoshi,DS,2007,13.08
mario & sonic at the olympic games,CHARACTER_IN,yoshi,DS,2008,13.08
mario party ds,CHARACTER_IN,yoshi,DS,2007,8.91
itadaki street ds,CHARACTER_IN,yoshi,DS,2007,0.0
super smash bros. brawl,CHARACTER_IN,yoshi,Wii,2008,0.0
mario kart wii,CHARACTER_IN,yoshi,Wii,2008,35.52
mario super sluggers,CHARACTER_IN,yoshi,Wii,2008,1.89
mario party fushigi no korokoro catcher,CHARACTER_IN,yoshi,Arcade,2009,0.0
mario party fushigi no korokoro catcher,CHARACTER_IN,yoshi,Arcade,2008,0.0
new play control! mario power tennis,CHARACTER_IN,yoshi,Wii,2009,1.46
warioware: d.i.y.,CHARACTER_IN,yoshi,DS,2009,0.0
mario & sonic at the olympic winter games,CHARACTER_IN,yoshi,Wii,2009,7.99
mario & sonic at the olympic winter games,CHARACTER_IN,yoshi,DS,2009,7.99
mario & sonic at the olympic winter games,CHARACTER_IN,yoshi,"wii, nintendo ds",2009,7.99
mario & sonic at the olympic winter games,CHARACTER_IN,yoshi,"nintendo ds, wii",2009,7.99
new super mario bros. wii,CHARACTER_IN,yoshi,Wii,2009,28.32
super mario galaxy 2,CHARACTER_IN,yoshi,Wii,2010,7.51
mario sports mix,CHARACTER_IN,yoshi,Wii,2010,2.08
new super mario bros. wii coin world,CHARACTER_IN,yoshi,Arcade,2011,0.0
mario & sonic at the london 2012 olympic games,CHARACTER_IN,yoshi,Wii,2011,4.9
mario & sonic at the london 2012 olympic games,CHARACTER_IN,yoshi,3DS,2011,4.9
mario & sonic at the london 2012 olympic games,CHARACTER_IN,yoshi,3DS,2012,4.9
mario & sonic at the london 2012 olympic games,CHARACTER_IN,yoshi,"wii, nintendo 3ds",2011,4.9
mario kart 7,CHARACTER_IN,yoshi,3DS,2011,12.66
fortune street,CHARACTER_IN,yoshi,Wii,2011,0.0
mario party 9,CHARACTER_IN,yoshi,Wii,2012,3.13
mario tennis open,CHARACTER_IN,yoshi,3DS,2012,0.95
new super mario bros. u,CHARACTER_IN,yoshi,WiiU,2012,5.22
new super luigi u,CHARACTER_IN,yoshi,WiiU,2013,2.24
mario & luigi: dream team,CHARACTER_IN,yoshi,3DS,2013,2.08
mario kart arcade gp dx,CHARACTER_IN,yoshi,Arcade,2013,0.0
mario kart arcade gp dx,CHARACTER_IN,yoshi,Arcade,2017,0.0
mario kart arcade gp dx,CHARACTER_IN,yoshi,Arcade,2015,0.0
mario party fushigi no korokoro catcher 2,CHARACTER_IN,yoshi,Arcade,2013,0.0
mario & sonic at the sochi 2014 olympic winter games,CHARACTER_IN,yoshi,WiiU,2013,0.78
mario & sonic at the sochi 2014 olympic winter games,CHARACTER_IN,yoshi,WiiU,2014,0.78
mario party: island tour,CHARACTER_IN,yoshi,3DS,2013,1.92
mario party: island tour,CHARACTER_IN,yoshi,3DS,2014,1.92
yoshi's new island,CHARACTER_IN,yoshi,3DS,2014,1.38
mario golf: world tour,CHARACTER_IN,yoshi,3DS,2014,0.48
mario kart 8,CHARACTER_IN,yoshi,WiiU,2014,14.18
mario kart 8,CHARACTER_IN,yoshi,WiiU,2015,14.18
super smash bros. for nintendo 3ds,CHARACTER_IN,yoshi,3DS,2014,0.0
super smash bros. for nintendo 3ds,CHARACTER_IN,yoshi,3DS,2015,0.0
super smash bros. for nintendo 3ds,CHARACTER_IN,yoshi,WiiU,2014,0.0
super smash bros. for nintendo 3ds,CHARACTER_IN,yoshi,"nintendo 3ds, wii u",2014,0.0
super smash bros. for wii u,CHARACTER_IN,yoshi,WiiU,2014,0.0
super smash bros. for wii u,CHARACTER_IN,yoshi,WiiU,2015,0.0
super smash bros. for wii u,CHARACTER_IN,yoshi,3DS,2014,0.0
super smash bros. for wii u,CHARACTER_IN,yoshi,Wii,2014,0.0
nintendo badge arcade,CHARACTER_IN,yoshi,3DS,2014,0.0
mario party 10,CHARACTER_IN,yoshi,WiiU,2015,1.58
puzzle & dragons: super mario bros. edition,CHARACTER_IN,yoshi,3DS,2015,0.0
yoshi's woolly world,CHARACTER_IN,yoshi,WiiU,2015,1.3
super mario maker,CHARACTER_IN,yoshi,WiiU,2015,3.21
super mario maker,CHARACTER_IN,yoshi,WiiU,2016,3.21
mario tennis: ultra smash,CHARACTER_IN,yoshi,WiiU,2015,0.0
mario & luigi: paper jam,CHARACTER_IN,yoshi,3DS,2015,0.76
mario & luigi: paper jam,CHARACTER_IN,yoshi,3DS,2016,0.76
minecraft: wii u edition,CHARACTER_IN,yoshi,WiiU,2016,0.0
minecraft: wii u edition,CHARACTER_IN,yoshi,WiiU,2015,0.0
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,yoshi,3DS,2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,yoshi,WiiU,2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,yoshi,"nintendo 3ds, wii u",2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,yoshi,"nintendo 3ds, arcade, wii u",2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,yoshi,"nintendo 3ds, wii u, arcade",2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,yoshi,"wii u, nintendo 3ds",2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,yoshi,Arcade,2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games arcade edition,CHARACTER_IN,yoshi,Arcade,2016,0.0
mario party challenge world,CHARACTER_IN,yoshi,Arcade,2016,0.0
paper mario: color splash,CHARACTER_IN,yoshi,WiiU,2016,0.42
mario party: star rush,CHARACTER_IN,yoshi,3DS,2016,0.3
super mario maker for nintendo 3ds,CHARACTER_IN,yoshi,3DS,2016,0.0
super mario run,CHARACTER_IN,yoshi,Mobile,2016,0.0
super mario run,CHARACTER_IN,yoshi,Mobile,2017,0.0
poochy & yoshi's woolly world,CHARACTER_IN,yoshi,3DS,2017,0.0
mario sports superstars,CHARACTER_IN,yoshi,3DS,2017,0.0
mario kart 8 deluxe,CHARACTER_IN,yoshi,Switch,2017,0.0
minecraft: nintendo switch edition,CHARACTER_IN,yoshi,Switch,2017,0.0
mario kart arcade gp vr,CHARACTER_IN,yoshi,Arcade,2017,0.0
mario + rabbids kingdom battle,CHARACTER_IN,yoshi,Switch,2017,0.0
mario & luigi: superstar saga + bowser's minions,CHARACTER_IN,yoshi,3DS,2017,0.0
super mario odyssey,CHARACTER_IN,yoshi,Switch,2017,0.0
mario party: the top 100,CHARACTER_IN,yoshi,3DS,2017,0.0
minecraft: new nintendo 3ds edition,CHARACTER_IN,yoshi,3DS,2018,0.0
minecraft: new nintendo 3ds edition,CHARACTER_IN,yoshi,3DS,2017,0.0
minecraft: bedrock edition,CHARACTER_IN,yoshi,Switch,2018,0.0
mario tennis aces,CHARACTER_IN,yoshi,Switch,2018,0.0
warioware gold,CHARACTER_IN,yoshi,3DS,2018,0.0
super mario party,CHARACTER_IN,yoshi,Switch,2018,0.0
super smash bros. ultimate,CHARACTER_IN,yoshi,Switch,2018,0.0
super smash bros. ultimate,CHARACTER_IN,yoshi,Switch,2020,0.0
super smash bros. ultimate,CHARACTER_IN,yoshi,Switch,2019,0.0
new super mario bros. u deluxe,CHARACTER_IN,yoshi,Switch,2019,0.0
yoshi's crafted world,CHARACTER_IN,yoshi,Switch,2019,0.0
super mario maker 2,CHARACTER_IN,yoshi,Switch,2019,0.0
dr. mario world,CHARACTER_IN,yoshi,Mobile,2019,0.0
dr. mario world,CHARACTER_IN,yoshi,Mobile,2021,0.0
mario kart tour,CHARACTER_IN,yoshi,Mobile,2019,0.0
mario & sonic at the olympic games tokyo 2020,CHARACTER_IN,yoshi,Switch,2019,0.0
mario & sonic at the olympic games tokyo 2020,CHARACTER_IN,yoshi,"nintendo switch, arcade",2019,0.0
mario & sonic at the olympic games tokyo 2020 - arcade edition,CHARACTER_IN,yoshi,Arcade,2020,0.0
super mario 3d all-stars,CHARACTER_IN,yoshi,Switch,2020,0.0
mario kart live: home circuit,CHARACTER_IN,yoshi,Switch,2020,0.0
game & watch: super mario bros.,CHARACTER_IN,yoshi,Game & Watch,2020,0.0
mario golf: super rush,CHARACTER_IN,yoshi,Switch,2021,0.0
warioware: get it together!,CHARACTER_IN,yoshi,Switch,2021,0.0
mario party superstars,CHARACTER_IN,yoshi,Switch,2021,0.0
mario party superstars,CHARACTER_IN,yoshi,3DS,2017,0.0
mario strikers: battle league,CHARACTER_IN,yoshi,Switch,2022,0.0
mario + rabbids sparks of hope (mentioned),CHARACTER_IN,yoshi,Switch,2022,0.0
super mario bros. wonder,CHARACTER_IN,yoshi,Switch,2023,0.0
warioware: move it!,CHARACTER_IN,yoshi,Switch,2023,0.0
super mario rpg,CHARACTER_IN,yoshi,Switch,2023,0.0
super mario party jamboree,CHARACTER_IN,yoshi,Switch,2024,0.0
mario & luigi: brothership,CHARACTER_IN,yoshi,Switch,2024,0.0
donkey kong country 3: dixie kong's double trouble!,CHARACTER_IN,kiddy kong,Nintendo,1996,3.51
donkey kong country 3: dixie kong's double trouble!,CHARACTER_IN,kiddy kong,SNES,1996,3.51
donkey kong land iii,CHARACTER_IN,kiddy kong,GB,1997,0.0
donkey kong gb: dinky kong & dixie kong (port),CHARACTER_IN,kiddy kong,GBC,2000,0.0
donkey konga 2,CHARACTER_IN,kiddy kong,GC,2004,0.39
donkey kong country 3 (remake),CHARACTER_IN,kiddy kong,GBA,2005,0.0
super smash bros. ultimate,CHARACTER_IN,kiddy kong,Switch,2018,0.0
super smash bros. ultimate,CHARACTER_IN,kiddy kong,Switch,2020,0.0
super smash bros. ultimate,CHARACTER_IN,kiddy kong,Switch,2019,0.0
donkey kong country,CHARACTER_IN,candy kong,Nintendo,1994,13.530000000000001
donkey kong country,CHARACTER_IN,candy kong,GBC,2000,13.530000000000001
donkey kong country,CHARACTER_IN,candy kong,GBA,2003,13.530000000000001
donkey kong country,CHARACTER_IN,candy kong,SNES,1994,13.530000000000001
donkey kong 64,CHARACTER_IN,candy kong,N64,1999,5.27
picross np vol. 8,CHARACTER_IN,candy kong,SNES,2000,0.0
picross np vol. 8,CHARACTER_IN,candy kong,Nintendo,2000,0.0
donkey kong country (remake),CHARACTER_IN,candy kong,GBC,2000,0.0
donkey kong country (remake),CHARACTER_IN,candy kong,GBA,2003,0.0
donkey kong country 2 (remake),CHARACTER_IN,candy kong,GBA,2004,0.0
dk: king of swing,CHARACTER_IN,candy kong,GBA,2005,0.0
donkey kong country 3 (remake),CHARACTER_IN,candy kong,GBA,2005,0.0
donkey kong barrel blast,CHARACTER_IN,candy kong,Wii,2007,1.24
dk: jungle climber,CHARACTER_IN,candy kong,DS,2007,0.0
super smash bros. brawl,CHARACTER_IN,candy kong,Wii,2008,0.0
super smash bros. for nintendo 3ds / wii u,CHARACTER_IN,candy kong,"nintendo 3ds, wii u",2014,0.0
super smash bros. for nintendo 3ds / wii u,CHARACTER_IN,candy kong,nintendo 3ds / wii u,2014,0.0
super smash bros. ultimate,CHARACTER_IN,candy kong,Switch,2018,0.0
super smash bros. ultimate,CHARACTER_IN,candy kong,Switch,2020,0.0
super smash bros. ultimate,CHARACTER_IN,candy kong,Switch,2019,0.0
donkey kong country 2: diddy's kong quest,CHARACTER_IN,swanky kong,Nintendo,1995,5.15
donkey kong country 2: diddy's kong quest,CHARACTER_IN,swanky kong,SNES,1995,5.15
donkey kong country 3: dixie kong's double trouble!,CHARACTER_IN,swanky kong,Nintendo,1996,3.51
donkey kong country 3: dixie kong's double trouble!,CHARACTER_IN,swanky kong,SNES,1996,3.51
donkey kong country 2,CHARACTER_IN,swanky kong,GBA,2004,1.23
donkey konga 2,CHARACTER_IN,swanky kong,GC,2004,0.39
mario superstar baseball,CHARACTER_IN,swanky kong,GC,2005,1.46
donkey kong country 3,CHARACTER_IN,swanky kong,GBA,2005,0.77
super smash bros. ultimate,CHARACTER_IN,swanky kong,Switch,2018,0.0
super smash bros. ultimate,CHARACTER_IN,swanky kong,Switch,2020,0.0
super smash bros. ultimate,CHARACTER_IN,swanky kong,Switch,2019,0.0
super mario sunshine,CHARACTER_IN,toadsworth,GC,2002,6.31
mario golf: toadstool tour,CHARACTER_IN,toadsworth,GC,2003,1.53
mario kart: double dash!!,CHARACTER_IN,toadsworth,GC,2003,13.9
mario & luigi: superstar saga,CHARACTER_IN,toadsworth,GBA,2003,2.17
mario golf: advance tour,CHARACTER_IN,toadsworth,GBA,2004,0.45
paper mario: the thousand-year door,CHARACTER_IN,toadsworth,GC,2004,2.25
paper mario: the thousand-year door,CHARACTER_IN,toadsworth,Switch,2024,2.25
mario power tennis,CHARACTER_IN,toadsworth,GC,2004,1.22
mario tennis: power tour,CHARACTER_IN,toadsworth,GBA,2005,0.52
yakuman ds,CHARACTER_IN,toadsworth,DS,2005,0.0
yakuman ds,CHARACTER_IN,toadsworth,DS,2004,0.0
mario superstar baseball,CHARACTER_IN,toadsworth,GC,2005,1.46
mario party 7,CHARACTER_IN,toadsworth,GC,2005,1.57
mario & luigi: partners in time,CHARACTER_IN,toadsworth,DS,2005,1.29
new super mario bros.,CHARACTER_IN,toadsworth,DS,2006,29.8
super princess peach,CHARACTER_IN,toadsworth,DS,2005,1.03
super princess peach,CHARACTER_IN,toadsworth,DS,2006,1.03
mario kart arcade gp 2,CHARACTER_IN,toadsworth,Arcade,2007,0.0
mario party ds,CHARACTER_IN,toadsworth,DS,2007,8.91
super smash bros. brawl,CHARACTER_IN,toadsworth,Wii,2008,0.0
mario super sluggers,CHARACTER_IN,toadsworth,Wii,2008,1.89
new play control! mario power tennis,CHARACTER_IN,toadsworth,Wii,2009,1.46
mario & luigi: bowser's inside story,CHARACTER_IN,toadsworth,DS,2009,3.77
fortune street,CHARACTER_IN,toadsworth,Wii,2011,0.0
mario & luigi: dream team,CHARACTER_IN,toadsworth,3DS,2013,2.08
super smash bros. for wii u,CHARACTER_IN,toadsworth,WiiU,2014,0.0
super smash bros. for wii u,CHARACTER_IN,toadsworth,WiiU,2015,0.0
super smash bros. for wii u,CHARACTER_IN,toadsworth,3DS,2014,0.0
super smash bros. for wii u,CHARACTER_IN,toadsworth,Wii,2014,0.0
mario & luigi: superstar saga + bowser's minions,CHARACTER_IN,toadsworth,3DS,2017,0.0
mario party: the top 100,CHARACTER_IN,toadsworth,3DS,2017,0.0
super smash bros. ultimate,CHARACTER_IN,toadsworth,Switch,2018,0.0
super smash bros. ultimate,CHARACTER_IN,toadsworth,Switch,2020,0.0
super smash bros. ultimate,CHARACTER_IN,toadsworth,Switch,2019,0.0
mario & luigi: bowser's inside story + bowser jr.'s journey,CHARACTER_IN,toadsworth,3DS,2018,0.0
mario & luigi: bowser's inside story + bowser jr.'s journey,CHARACTER_IN,toadsworth,Switch,2018,0.0
super mario 3d all-stars,CHARACTER_IN,toadsworth,Switch,2020,0.0
paper mario: the thousand-year door (nintendo switch),CHARACTER_IN,toadsworth,Switch,2024,0.0
diddy kong racing,CHARACTER_IN,timber,N64,1997,0.0
mario artist: paint studio,CHARACTER_IN,timber,N64,1999,0.0
diddy kong racing ds,CHARACTER_IN,timber,DS,2007,0.0
super mario land,CHARACTER_IN,princess daisy,GB,1989,18.14
super mario bros. print world,CHARACTER_IN,princess daisy,PC,1991,0.0
nes open tournament golf,CHARACTER_IN,princess daisy,Nintendo,1991,0.0
mario tennis,CHARACTER_IN,princess daisy,N64,2000,3.57
mario tennis,CHARACTER_IN,princess daisy,GBC,2000,3.57
mario tennis,CHARACTER_IN,princess daisy,GBC,2001,3.57
mario party 3,CHARACTER_IN,princess daisy,N64,2000,1.91
