Game,Relation,They,Console,Year,Sales
super smash bros. melee,CHARACTER_IN,princess daisy,GC,2001,0.0
mario party 4,CHARACTER_IN,princess daisy,GC,2002,2.47
mario party-e,CHARACTER_IN,princess daisy,Other Platform,2003,0.0
mario golf: toadstool tour,CHARACTER_IN,princess daisy,GC,2003,1.53
mario kart: double dash!!,CHARACTER_IN,princess daisy,GC,2003,13.9
mario party 5,CHARACTER_IN,princess daisy,GC,2003,2.08
mario golf: advance tour,CHARACTER_IN,princess daisy,GBA,2004,0.45
mario power tennis,CHARACTER_IN,princess daisy,GC,2004,1.22
mario party 6,CHARACTER_IN,princess daisy,GC,2004,1.65
yakuman ds,CHARACTER_IN,princess daisy,DS,2005,0.0
yakuman ds,CHARACTER_IN,princess daisy,DS,2004,0.0
mario superstar baseball,CHARACTER_IN,princess daisy,GC,2005,1.46
mario kart arcade gp,CHARACTER_IN,princess daisy,Arcade,2005,0.0
mario party 7,CHARACTER_IN,princess daisy,GC,2005,1.57
mario kart ds,CHARACTER_IN,princess daisy,DS,2005,23.21
super mario strikers,CHARACTER_IN,princess daisy,GC,2005,1.61
super mario fushigi no korokoro party 2,CHARACTER_IN,princess daisy,Arcade,2005,0.0
super mario fushigi no korokoro party 2,CHARACTER_IN,princess daisy,Arcade,2006,0.0
mario hoops 3-on-3,CHARACTER_IN,princess daisy,DS,2006,0.0
mario kart arcade gp 2,CHARACTER_IN,princess daisy,Arcade,2007,0.0
mario strikers charged,CHARACTER_IN,princess daisy,Wii,2007,2.58
mario party 8,CHARACTER_IN,princess daisy,Wii,2007,8.27
itadaki street ds,CHARACTER_IN,princess daisy,DS,2007,0.0
mario & sonic at the olympic games,CHARACTER_IN,princess daisy,Wii,2007,13.08
mario & sonic at the olympic games,CHARACTER_IN,princess daisy,DS,2007,13.08
mario & sonic at the olympic games,CHARACTER_IN,princess daisy,DS,2008,13.08
mario party ds,CHARACTER_IN,princess daisy,DS,2007,8.91
super smash bros. brawl,CHARACTER_IN,princess daisy,Wii,2008,0.0
mario kart wii,CHARACTER_IN,princess daisy,Wii,2008,35.52
mario super sluggers,CHARACTER_IN,princess daisy,Wii,2008,1.89
new play control! mario power tennis,CHARACTER_IN,princess daisy,Wii,2009,1.46
mario & sonic at the olympic winter games,CHARACTER_IN,princess daisy,Wii,2009,7.99
mario & sonic at the olympic winter games,CHARACTER_IN,princess daisy,DS,2009,7.99
mario & sonic at the olympic winter games,CHARACTER_IN,princess daisy,"wii, nintendo ds",2009,7.99
mario & sonic at the olympic winter games,CHARACTER_IN,princess daisy,"nintendo ds, wii",2009,7.99
mario party fushigi no korokoro catcher,CHARACTER_IN,princess daisy,Arcade,2009,0.0
mario party fushigi no korokoro catcher,CHARACTER_IN,princess daisy,Arcade,2008,0.0
mario sports mix,CHARACTER_IN,princess daisy,Wii,2010,2.08
mario & sonic at the london 2012 olympic games,CHARACTER_IN,princess daisy,Wii,2011,4.9
mario & sonic at the london 2012 olympic games,CHARACTER_IN,princess daisy,3DS,2011,4.9
mario & sonic at the london 2012 olympic games,CHARACTER_IN,princess daisy,3DS,2012,4.9
mario & sonic at the london 2012 olympic games,CHARACTER_IN,princess daisy,"wii, nintendo 3ds",2011,4.9
fortune street,CHARACTER_IN,princess daisy,Wii,2011,0.0
mario kart 7,CHARACTER_IN,princess daisy,3DS,2011,12.66
streetpass mii plaza,CHARACTER_IN,princess daisy,3DS,2012,0.0
mario party 9,CHARACTER_IN,princess daisy,Wii,2012,3.13
mario tennis open,CHARACTER_IN,princess daisy,3DS,2012,0.95
mario party whirling carnival,CHARACTER_IN,princess daisy,Arcade,2012,0.0
mario & sonic at the sochi 2014 olympic winter games,CHARACTER_IN,princess daisy,WiiU,2013,0.78
mario & sonic at the sochi 2014 olympic winter games,CHARACTER_IN,princess daisy,WiiU,2014,0.78
mario party: island tour,CHARACTER_IN,princess daisy,3DS,2013,1.92
mario party: island tour,CHARACTER_IN,princess daisy,3DS,2014,1.92
mario golf: world tour,CHARACTER_IN,princess daisy,3DS,2014,0.48
mario kart 8,CHARACTER_IN,princess daisy,WiiU,2014,14.18
mario kart 8,CHARACTER_IN,princess daisy,WiiU,2015,14.18
super smash bros. for nintendo 3ds,CHARACTER_IN,princess daisy,3DS,2014,0.0
super smash bros. for nintendo 3ds,CHARACTER_IN,princess daisy,3DS,2015,0.0
super smash bros. for nintendo 3ds,CHARACTER_IN,princess daisy,WiiU,2014,0.0
super smash bros. for nintendo 3ds,CHARACTER_IN,princess daisy,"nintendo 3ds, wii u",2014,0.0
club nintendo picross+,CHARACTER_IN,princess daisy,3DS,2014,0.0
super smash bros. for wii u,CHARACTER_IN,princess daisy,WiiU,2014,0.0
super smash bros. for wii u,CHARACTER_IN,princess daisy,WiiU,2015,0.0
super smash bros. for wii u,CHARACTER_IN,princess daisy,3DS,2014,0.0
super smash bros. for wii u,CHARACTER_IN,princess daisy,Wii,2014,0.0
nintendo badge arcade,CHARACTER_IN,princess daisy,3DS,2014,0.0
mario party 10,CHARACTER_IN,princess daisy,WiiU,2015,1.58
mario tennis: ultra smash,CHARACTER_IN,princess daisy,WiiU,2015,0.0
mario & luigi: paper jam,CHARACTER_IN,princess daisy,3DS,2015,0.76
mario & luigi: paper jam,CHARACTER_IN,princess daisy,3DS,2016,0.76
mario & sonic at the rio 2016 olympic games arcade edition,CHARACTER_IN,princess daisy,Arcade,2016,0.0
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,princess daisy,3DS,2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,princess daisy,WiiU,2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,princess daisy,"nintendo 3ds, wii u",2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,princess daisy,"nintendo 3ds, arcade, wii u",2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,princess daisy,"nintendo 3ds, wii u, arcade",2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,princess daisy,"wii u, nintendo 3ds",2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,princess daisy,Arcade,2016,0.8700000000000001
mario party: star rush,CHARACTER_IN,princess daisy,3DS,2016,0.3
miitomo,CHARACTER_IN,princess daisy,Mobile,2016,0.0
mario sports superstars,CHARACTER_IN,princess daisy,3DS,2017,0.0
mario kart 8 deluxe,CHARACTER_IN,princess daisy,Switch,2017,0.0
minecraft: nintendo switch edition,CHARACTER_IN,princess daisy,Switch,2017,0.0
hey! pikmin,CHARACTER_IN,princess daisy,3DS,2017,0.0
mario party: the top 100,CHARACTER_IN,princess daisy,3DS,2017,0.0
minecraft: bedrock edition,CHARACTER_IN,princess daisy,Switch,2018,0.0
mario tennis aces,CHARACTER_IN,princess daisy,Switch,2018,0.0
warioware gold,CHARACTER_IN,princess daisy,3DS,2018,0.0
super mario party,CHARACTER_IN,princess daisy,Switch,2018,0.0
super smash bros. ultimate,CHARACTER_IN,princess daisy,Switch,2018,0.0
super smash bros. ultimate,CHARACTER_IN,princess daisy,Switch,2020,0.0
super smash bros. ultimate,CHARACTER_IN,princess daisy,Switch,2019,0.0
dr. mario world,CHARACTER_IN,princess daisy,Mobile,2019,0.0
dr. mario world,CHARACTER_IN,princess daisy,Mobile,2021,0.0
mario kart tour,CHARACTER_IN,princess daisy,Mobile,2019,0.0
luigi's mansion 3,CHARACTER_IN,princess daisy,Switch,2019,0.0
mario & sonic at the olympic games tokyo 2020,CHARACTER_IN,princess daisy,Switch,2019,0.0
mario & sonic at the olympic games tokyo 2020,CHARACTER_IN,princess daisy,"nintendo switch, arcade",2019,0.0
mario & sonic at the olympic games tokyo 2020 - arcade edition,CHARACTER_IN,princess daisy,Arcade,2020,0.0
clubhouse games: 51 worldwide classics,CHARACTER_IN,princess daisy,Switch,2020,0.0
mario golf: super rush,CHARACTER_IN,princess daisy,Switch,2021,0.0
mario party superstars,CHARACTER_IN,princess daisy,Switch,2021,0.0
mario party superstars,CHARACTER_IN,princess daisy,3DS,2017,0.0
super mario bros. wonder,CHARACTER_IN,princess daisy,Switch,2023,0.0
super mario party jamboree,CHARACTER_IN,princess daisy,Switch,2024,0.0
mario kart world,CHARACTER_IN,princess daisy,Switch 2,2025,0.0
super mario world 2: yoshi's island,CHARACTER_IN,baby bowser,SNES,1995,7.03
super mario world 2: yoshi's island,CHARACTER_IN,baby bowser,Nintendo,1995,7.03
yoshi's story,CHARACTER_IN,baby bowser,N64,1997,2.85
mario artist: paint studio,CHARACTER_IN,baby bowser,N64,1999,0.0
super smash bros. melee,CHARACTER_IN,baby bowser,GC,2001,0.0
mario & luigi: partners in time,CHARACTER_IN,baby bowser,DS,2005,1.29
yoshi's island ds,CHARACTER_IN,baby bowser,DS,2006,2.76
yoshi's new island,CHARACTER_IN,baby bowser,3DS,2014,1.38
yoshi's woolly world,CHARACTER_IN,baby bowser,WiiU,2015,1.3
poochy & yoshi's woolly world,CHARACTER_IN,baby bowser,3DS,2017,0.0
super smash bros. ultimate,CHARACTER_IN,baby bowser,Switch,2018,0.0
super smash bros. ultimate,CHARACTER_IN,baby bowser,Switch,2020,0.0
super smash bros. ultimate,CHARACTER_IN,baby bowser,Switch,2019,0.0
yoshi's crafted world,CHARACTER_IN,baby bowser,Switch,2019,0.0
mario kart wii,CHARACTER_IN,baby daisy,Wii,2008,35.52
mario super sluggers,CHARACTER_IN,baby daisy,Wii,2008,1.89
mario kart 8,CHARACTER_IN,baby daisy,WiiU,2014,14.18
mario kart 8,CHARACTER_IN,baby daisy,WiiU,2015,14.18
super smash bros. for wii u,CHARACTER_IN,baby daisy,WiiU,2014,0.0
super smash bros. for wii u,CHARACTER_IN,baby daisy,WiiU,2015,0.0
super smash bros. for wii u,CHARACTER_IN,baby daisy,3DS,2014,0.0
super smash bros. for wii u,CHARACTER_IN,baby daisy,Wii,2014,0.0
nintendo badge arcade,CHARACTER_IN,baby daisy,3DS,2014,0.0
mario kart 8 deluxe,CHARACTER_IN,baby daisy,Switch,2017,0.0
dr. mario world,CHARACTER_IN,baby daisy,Mobile,2019,0.0
dr. mario world,CHARACTER_IN,baby daisy,Mobile,2021,0.0
mario kart tour,CHARACTER_IN,baby daisy,Mobile,2019,0.0
mario & sonic at the olympic winter games,CHARACTER_IN,eggman nega,Wii,2009,7.99
mario & sonic at the olympic winter games,CHARACTER_IN,eggman nega,DS,2009,7.99
mario & sonic at the olympic winter games,CHARACTER_IN,eggman nega,"wii, nintendo ds",2009,7.99
mario & sonic at the olympic winter games,CHARACTER_IN,eggman nega,"nintendo ds, wii",2009,7.99
mario & sonic at the london 2012 olympic games,CHARACTER_IN,eggman nega,Wii,2011,4.9
mario & sonic at the london 2012 olympic games,CHARACTER_IN,eggman nega,3DS,2011,4.9
mario & sonic at the london 2012 olympic games,CHARACTER_IN,eggman nega,3DS,2012,4.9
mario & sonic at the london 2012 olympic games,CHARACTER_IN,eggman nega,"wii, nintendo 3ds",2011,4.9
mario & sonic at the sochi 2014 olympic winter games,CHARACTER_IN,eggman nega,WiiU,2013,0.78
mario & sonic at the sochi 2014 olympic winter games,CHARACTER_IN,eggman nega,WiiU,2014,0.78
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,eggman nega,3DS,2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,eggman nega,WiiU,2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,eggman nega,"nintendo 3ds, wii u",2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,eggman nega,"nintendo 3ds, arcade, wii u",2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,eggman nega,"nintendo 3ds, wii u, arcade",2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,eggman nega,"wii u, nintendo 3ds",2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,eggman nega,Arcade,2016,0.8700000000000001
mario & sonic at the olympic games tokyo 2020,CHARACTER_IN,eggman nega,Switch,2019,0.0
mario & sonic at the olympic games tokyo 2020,CHARACTER_IN,eggman nega,"nintendo switch, arcade",2019,0.0
mario & sonic at the olympic games,CHARACTER_IN,omochao,Wii,2007,13.08
mario & sonic at the olympic games,CHARACTER_IN,omochao,DS,2007,13.08
mario & sonic at the olympic games,CHARACTER_IN,omochao,DS,2008,13.08
mario & sonic at the olympic winter games,CHARACTER_IN,omochao,Wii,2009,7.99
mario & sonic at the olympic winter games,CHARACTER_IN,omochao,DS,2009,7.99
mario & sonic at the olympic winter games,CHARACTER_IN,omochao,"wii, nintendo ds",2009,7.99
mario & sonic at the olympic winter games,CHARACTER_IN,omochao,"nintendo ds, wii",2009,7.99
mario & sonic at the london 2012 olympic games,CHARACTER_IN,omochao,Wii,2011,4.9
mario & sonic at the london 2012 olympic games,CHARACTER_IN,omochao,3DS,2011,4.9
mario & sonic at the london 2012 olympic games,CHARACTER_IN,omochao,3DS,2012,4.9
mario & sonic at the london 2012 olympic games,CHARACTER_IN,omochao,"wii, nintendo 3ds",2011,4.9
mario & sonic at the sochi 2014 olympic winter games,CHARACTER_IN,omochao,WiiU,2013,0.78
mario & sonic at the sochi 2014 olympic winter games,CHARACTER_IN,omochao,WiiU,2014,0.78
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,omochao,3DS,2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,omochao,WiiU,2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,omochao,"nintendo 3ds, wii u",2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,omochao,"nintendo 3ds, arcade, wii u",2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,omochao,"nintendo 3ds, wii u, arcade",2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,omochao,"wii u, nintendo 3ds",2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,omochao,Arcade,2016,0.8700000000000001
mario & sonic at the olympic games tokyo 2020,CHARACTER_IN,omochao,Switch,2019,0.0
mario & sonic at the olympic games tokyo 2020,CHARACTER_IN,omochao,"nintendo switch, arcade",2019,0.0
game & watch gallery,CHARACTER_IN,octopus,GB,1997,1.0
game & watch gallery,CHARACTER_IN,octopus,GB,1994,1.0
game & watch gallery 4,CHARACTER_IN,octopus,GBA,2002,1.22
warioware: smooth moves,CHARACTER_IN,octopus,Wii,2006,2.89
warioware: smooth moves,CHARACTER_IN,octopus,Wii,2007,2.89
super smash bros. brawl,CHARACTER_IN,octopus,Wii,2008,0.0
nintendo land,CHARACTER_IN,octopus,WiiU,2012,0.0
super smash bros. for nintendo 3ds,CHARACTER_IN,octopus,3DS,2014,0.0
super smash bros. for nintendo 3ds,CHARACTER_IN,octopus,3DS,2015,0.0
super smash bros. for nintendo 3ds,CHARACTER_IN,octopus,WiiU,2014,0.0
super smash bros. for nintendo 3ds,CHARACTER_IN,octopus,"nintendo 3ds, wii u",2014,0.0
super smash bros. for wii u,CHARACTER_IN,octopus,WiiU,2014,0.0
super smash bros. for wii u,CHARACTER_IN,octopus,WiiU,2015,0.0
super smash bros. for wii u,CHARACTER_IN,octopus,3DS,2014,0.0
super smash bros. for wii u,CHARACTER_IN,octopus,Wii,2014,0.0
super smash bros. ultimate,CHARACTER_IN,octopus,Switch,2018,0.0
super smash bros. ultimate,CHARACTER_IN,octopus,Switch,2020,0.0
super smash bros. ultimate,CHARACTER_IN,octopus,Switch,2019,0.0
"warioware, inc.: mega microgame$!",CHARACTER_IN,spitz,GBA,2003,0.0
"warioware, inc.: mega party game$!",CHARACTER_IN,spitz,GC,2003,0.0
warioware: twisted!,CHARACTER_IN,spitz,GBA,2004,0.0
warioware: twisted!,CHARACTER_IN,spitz,GBA,2005,0.0
warioware: twisted!,CHARACTER_IN,spitz,DS,2004,0.0
warioware: touched!,CHARACTER_IN,spitz,DS,2004,0.0
warioware: touched!,CHARACTER_IN,spitz,DS,2005,0.0
warioware: smooth moves,CHARACTER_IN,spitz,Wii,2006,2.89
warioware: smooth moves,CHARACTER_IN,spitz,Wii,2007,2.89
super smash bros. brawl,CHARACTER_IN,spitz,Wii,2008,0.0
paper airplane chase,CHARACTER_IN,spitz,DS,2008,0.0
warioware: d.i.y. showcase,CHARACTER_IN,spitz,DS,2009,0.0
warioware: d.i.y. showcase,CHARACTER_IN,spitz,Wii,2009,0.0
warioware: d.i.y. showcase,CHARACTER_IN,spitz,Wii,2010,0.0
game & wario,CHARACTER_IN,spitz,WiiU,2013,0.23
game & wario,CHARACTER_IN,spitz,Wii,2014,0.23
nintendo badge arcade,CHARACTER_IN,spitz,3DS,2014,0.0
rhythm heaven megamix,CHARACTER_IN,spitz,3DS,2015,0.0
warioware gold,CHARACTER_IN,spitz,3DS,2018,0.0
super smash bros. ultimate,CHARACTER_IN,spitz,Switch,2018,0.0
super smash bros. ultimate,CHARACTER_IN,spitz,Switch,2020,0.0
super smash bros. ultimate,CHARACTER_IN,spitz,Switch,2019,0.0
warioware: get it together!,CHARACTER_IN,spitz,Switch,2021,0.0
tetris 99,CHARACTER_IN,spitz,Switch,2021,0.0
tetris 99,CHARACTER_IN,spitz,Switch,2019,0.0
warioware: move it!,CHARACTER_IN,spitz,Switch,2023,0.0
super mario rpg: legend of the seven stars,CHARACTER_IN,r.o.b.,Nintendo,1996,2.14
super mario rpg: legend of the seven stars,CHARACTER_IN,r.o.b.,SNES,1996,2.14
"warioware, inc.: mega microgame$!",CHARACTER_IN,r.o.b.,GBA,2003,0.0
warioware: twisted!,CHARACTER_IN,r.o.b.,GBA,2004,0.0
warioware: twisted!,CHARACTER_IN,r.o.b.,GBA,2005,0.0
warioware: twisted!,CHARACTER_IN,r.o.b.,DS,2004,0.0
warioware: touched!,CHARACTER_IN,r.o.b.,DS,2004,0.0
warioware: touched!,CHARACTER_IN,r.o.b.,DS,2005,0.0
mario kart ds,CHARACTER_IN,r.o.b.,DS,2005,23.21
warioware: smooth moves,CHARACTER_IN,r.o.b.,Wii,2006,2.89
warioware: smooth moves,CHARACTER_IN,r.o.b.,Wii,2007,2.89
super smash bros. brawl,CHARACTER_IN,r.o.b.,Wii,2008,0.0
super smash bros. for nintendo 3ds,CHARACTER_IN,r.o.b.,3DS,2014,0.0
super smash bros. for nintendo 3ds,CHARACTER_IN,r.o.b.,3DS,2015,0.0
super smash bros. for nintendo 3ds,CHARACTER_IN,r.o.b.,WiiU,2014,0.0
super smash bros. for nintendo 3ds,CHARACTER_IN,r.o.b.,"nintendo 3ds, wii u",2014,0.0
super smash bros. for wii u,CHARACTER_IN,r.o.b.,WiiU,2014,0.0
super smash bros. for wii u,CHARACTER_IN,r.o.b.,WiiU,2015,0.0
super smash bros. for wii u,CHARACTER_IN,r.o.b.,3DS,2014,0.0
super smash bros. for wii u,CHARACTER_IN,r.o.b.,Wii,2014,0.0
super mario maker,CHARACTER_IN,r.o.b.,WiiU,2015,3.21
super mario maker,CHARACTER_IN,r.o.b.,WiiU,2016,3.21
warioware gold,CHARACTER_IN,r.o.b.,3DS,2018,0.0
super smash bros. ultimate,CHARACTER_IN,r.o.b.,Switch,2018,0.0
super smash bros. ultimate,CHARACTER_IN,r.o.b.,Switch,2020,0.0
super smash bros. ultimate,CHARACTER_IN,r.o.b.,Switch,2019,0.0
super mario rpg,CHARACTER_IN,r.o.b.,Switch,2023,0.0
mario & sonic at the olympic games,CHARACTER_IN,sonic the hedgehog,Wii,2007,13.08
mario & sonic at the olympic games,CHARACTER_IN,sonic the hedgehog,DS,2007,13.08
mario & sonic at the olympic games,CHARACTER_IN,sonic the hedgehog,DS,2008,13.08
super smash bros. brawl,CHARACTER_IN,sonic the hedgehog,Wii,2008,0.0
mario & sonic at the olympic winter games,CHARACTER_IN,sonic the hedgehog,Wii,2009,7.99
mario & sonic at the olympic winter games,CHARACTER_IN,sonic the hedgehog,DS,2009,7.99
mario & sonic at the olympic winter games,CHARACTER_IN,sonic the hedgehog,"wii, nintendo ds",2009,7.99
mario & sonic at the olympic winter games,CHARACTER_IN,sonic the hedgehog,"nintendo ds, wii",2009,7.99
mario & sonic at the london 2012 olympic games,CHARACTER_IN,sonic the hedgehog,Wii,2011,4.9
mario & sonic at the london 2012 olympic games,CHARACTER_IN,sonic the hedgehog,3DS,2011,4.9
mario & sonic at the london 2012 olympic games,CHARACTER_IN,sonic the hedgehog,3DS,2012,4.9
mario & sonic at the london 2012 olympic games,CHARACTER_IN,sonic the hedgehog,"wii, nintendo 3ds",2011,4.9
mario & sonic at the sochi 2014 olympic winter games,CHARACTER_IN,sonic the hedgehog,WiiU,2013,0.78
mario & sonic at the sochi 2014 olympic winter games,CHARACTER_IN,sonic the hedgehog,WiiU,2014,0.78
super smash bros. for nintendo 3ds / wii u,CHARACTER_IN,sonic the hedgehog,"nintendo 3ds, wii u",2014,0.0
super smash bros. for nintendo 3ds / wii u,CHARACTER_IN,sonic the hedgehog,nintendo 3ds / wii u,2014,0.0
mario kart 8 (as of version 4.0),CHARACTER_IN,sonic the hedgehog,WiiU,2015,0.0
yoshi's woolly world,CHARACTER_IN,sonic the hedgehog,WiiU,2015,1.3
super mario maker,CHARACTER_IN,sonic the hedgehog,WiiU,2015,3.21
super mario maker,CHARACTER_IN,sonic the hedgehog,WiiU,2016,3.21
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,sonic the hedgehog,3DS,2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,sonic the hedgehog,WiiU,2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,sonic the hedgehog,"nintendo 3ds, wii u",2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,sonic the hedgehog,"nintendo 3ds, arcade, wii u",2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,sonic the hedgehog,"nintendo 3ds, wii u, arcade",2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,sonic the hedgehog,"wii u, nintendo 3ds",2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,sonic the hedgehog,Arcade,2016,0.8700000000000001
poochy & yoshi's woolly world,CHARACTER_IN,sonic the hedgehog,3DS,2017,0.0
mario kart 8 deluxe,CHARACTER_IN,sonic the hedgehog,Switch,2017,0.0
super smash bros. ultimate,CHARACTER_IN,sonic the hedgehog,Switch,2018,0.0
super smash bros. ultimate,CHARACTER_IN,sonic the hedgehog,Switch,2020,0.0
super smash bros. ultimate,CHARACTER_IN,sonic the hedgehog,Switch,2019,0.0
mario & sonic at the olympic games tokyo 2020,CHARACTER_IN,sonic the hedgehog,Switch,2019,0.0
mario & sonic at the olympic games tokyo 2020,CHARACTER_IN,sonic the hedgehog,"nintendo switch, arcade",2019,0.0
itadaki street ds,CHARACTER_IN,slime,DS,2007,0.0
mario sports mix,CHARACTER_IN,slime,Wii,2010,2.08
fortune street,CHARACTER_IN,slime,Wii,2011,0.0
diddy kong racing,CHARACTER_IN,banjo,N64,1997,0.0
